ID,rating
5751,1
5752,1
5753,0
5754,0
5755,1
5756,0
5757,1
5758,1
5759,1
5760,1
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,1
5768,1
5769,1
5770,1
5771,0
5772,1
5773,1
5774,1
5775,1
5776,1
5777,1
5778,1
5779,1
5780,0
5781,1
5782,1
5783,1
5784,1
5785,0
5786,1
5787,1
5788,1
5789,1
5790,1
5791,1
5792,0
5793,1
5794,1
5795,0
5796,0
5797,1
5798,1
5799,1
5800,0
5801,1
5802,1
5803,0
5804,1
5805,1
5806,1
5807,1
5808,1
5809,0
5810,1
5811,1
5812,1
5813,1
5814,1
5815,0
5816,1
5817,1
5818,0
5819,1
5820,0
5821,1
5822,1
5823,1
5824,1
5825,0
5826,0
5827,0
5828,0
5829,1
5830,0
5831,1
5832,1
5833,1
5834,1
5835,0
5836,1
5837,0
5838,0
5839,1
5840,1
5841,0
5842,0
5843,0
5844,1
5845,1
5846,1
5847,1
5848,1
5849,1
5850,1
5851,0
5852,0
5853,0
5854,1
5855,0
5856,0
5857,1
5858,0
5859,1
5860,1
5861,1
5862,0
5863,0
5864,0
5865,0
5866,1
5867,0
5868,1
5869,1
5870,1
5871,0
5872,0
5873,0
5874,0
5875,1
5876,1
5877,1
5878,1
5879,0
5880,0
5881,1
5882,0
5883,1
5884,1
5885,1
5886,1
5887,1
5888,1
5889,1
5890,1
5891,1
5892,1
5893,1
5894,1
5895,1
5896,1
5897,0
5898,1
5899,1
5900,1
5901,1
5902,1
5903,0
5904,1
5905,0
5906,1
5907,1
5908,1
5909,1
5910,1
5911,0
5912,1
5913,0
5914,0
5915,0
5916,1
5917,1
5918,1
5919,1
5920,0
5921,1
5922,1
5923,1
5924,1
5925,1
5926,1
5927,0
5928,1
5929,1
5930,1
5931,1
5932,1
5933,1
5934,1
5935,0
5936,1
5937,0
5938,1
5939,1
5940,1
5941,0
5942,0
5943,1
5944,1
5945,1
5946,1
5947,1
5948,1
5949,1
5950,1
5951,0
5952,1
5953,1
5954,0
5955,1
5956,1
5957,1
5958,1
5959,1
5960,1
5961,1
5962,1
5963,1
5964,1
5965,0
5966,1
5967,0
5968,1
5969,1
5970,0
5971,1
5972,0
5973,1
5974,0
5975,1
5976,1
5977,1
5978,1
5979,0
5980,1
5981,1
5982,0
5983,1
5984,1
5985,0
5986,1
5987,1
5988,0
5989,1
5990,1
5991,1
5992,0
5993,0
5994,0
5995,1
5996,0
5997,1
5998,0
5999,1
6000,0
